1.9228834781703987, 1.1007952578365073e-45
2.018132372469088, 1.3097799428952975e-45
2.096989508151858, 1.547003573265699e-45
2.252140111893058, 1.8238061388459538e-45
2.365256541474141, 2.1961140559200516e-45
2.4666630504661136, 2.5570256447249778e-45
2.626340575934419, 2.9981308672718985e-45
2.7964317789673983, 3.542825093471147e-45
2.9775331445257454, 4.184272365920669e-45
3.1158407474017924, 4.831673437586339e-45
3.3752758580567663, 5.642068200445368e-45
3.5936580423535087, 6.556472561141761e-45
3.8375489812527785, 7.639678093845198e-45
4.107732385612366, 8.916813275000249e-45
4.4748184359649965, 1.0683896189011417e-44
4.8643952377387345, 1.263601907777607e-44
5.287616317639348, 1.4728939232304468e-44
5.747540443030881, 1.70684840103155e-44
6.31277842527369, 1.999916652570317e-44
7.006042469454408, 2.3651535287030784e-44
7.7754212809149115, 2.7951699763886716e-44
8.862148621217859, 3.290325728136767e-44
16.0869592227662, 7.327561726435545e-44
20.110955996921994, 8.78239597778864e-44
39.38788229355623, 1.6463208447719211e-43
47.98240079674716, 1.9119071365744453e-43
59.676134906747514, 2.22101659091912e-43
74.99304067924525, 2.5836514319750744e-43
94.23837660098872, 2.9793137979630227e-43
118.4181592998435, 3.399261233528081e-43
148.80037137241376, 3.866301930979488e-43
186.97146084650112, 4.3564806118893384e-43
234.9297333416123, 4.881272818177764e-43
295.18149495865777, 5.428419634278214e-43
370.8784748755535, 6.0030370043624e-43
465.9822004921498, 6.6177683317068974e-43
585.4667377855513, 7.272689235827563e-43
735.5774444917729, 7.957535873372845e-43
924.1676031460137, 8.685134031499675e-43
1161.0861241567063, 9.426093024569435e-43
1458.7504743831253, 1.0249464109136937e-42
1832.7018763170056, 1.1103045365674457e-42
2302.464997947385, 1.1952780176013475e-42
2892.555939660382, 1.2763429161720341e-42
3634.1685297580916, 1.3939163298180582e-42
4472.719958420842, 1.5647618272616633e-42
5227.267267722471, 1.7953918927863403e-42
5801.264949689194, 2.1174466653986735e-42
6372.026628737382, 2.507592896254293e-42
6855.517628532821, 2.9825822608391006e-42
7224.249801717492, 3.521626089443268e-42
7789.088688864168, 4.27499662766893e-42
8276.072321242315, 5.000418298347424e-42
8812.35681350718, 5.96534374154208e-42
9890.062406508057, 8.890192367877466e-42
9286.829254084245, 7.149159389635422e-42
12057.779641876654, 1.2957019961965322e-41
13106.99802337505, 1.5150480598097675e-41
14247.081952326107, 1.7563689578927214e-41
15811.434620204787, 2.0678669179030964e-41
17914.329941064167, 2.4110148625512345e-41
20296.248796931908, 2.7854569796053324e-41
23476.978950248984, 3.2439650439683167e-41
28305.718969690603, 3.7970409429011623e-41
35200.90456413707, 4.3001514384446435e-41
44227.70496742026, 4.749397625739053e-41
55563.656167605914, 5.096925437736135e-41
69794.61784102845, 5.242300324607576e-41
87665.95489299214, 5.314874318733279e-41
110107.51397362177, 5.308235373518948e-41
138282.25703111987, 5.177184273040714e-41
173664.54417974016, 5.033615127550707e-41
218083.70444535193, 4.791134058135228e-41
273859.9655326139, 4.5404274795983944e-41
343890.7070349801, 4.2653568596615617e-41
431816.1572102249, 3.972045446035243e-41
542210.2640871359, 3.6758595431996923e-41
680801.1138717982, 3.365809832659524e-41
854808.7124287892, 3.0742174712229443e-41
1073286.5868381462, 2.804379414690804e-41
1347568.7822071915, 2.539112772675181e-41
1691941.0250278248, 2.297501459941045e-41
2124284.9837967856, 2.069806306760078e-41
2667076.890438592, 1.858859422690727e-41
3348509.7838147315, 1.6621242759452062e-41
4203954.492473428, 1.4769517263338988e-41
5277928.225314972, 1.3115887873265448e-41
6626281.989980565, 1.1654684019223036e-41
8319173.630782323, 1.0382189858053017e-41
10444521.373367224, 9.237077813263823e-42
13112293.257089052, 8.121259302103926e-42
16461475.66879594, 7.140229192104876e-42
20666116.588557653, 6.277705343379195e-42
25944662.507054437, 5.515924190721855e-42
32571384.250931367, 4.8435550081553035e-42
40890325.30531342, 4.242526162463938e-42
51333863.92174368, 3.7137563573291574e-42
64445005.45697499, 3.254955944112623e-42
80904495.52218416, 2.8492725483286476e-42
98042644.96663794, 2.63716226901668e-42
9.49100025615603, 3.8208467979823014e-44
10.133203037158035, 4.165990831887093e-44
11.178040162428143, 4.641588833612754e-44
11.935308345503305, 5.171482072263596e-44
12.743878464585606, 5.761869002715512e-44
14.524617481692774, 6.55996328108289e-44
17.67160963751554, 7.798638319131217e-44
22.9570189628506, 1.0329623848370984e-43
27.03146099139739, 1.1760411963683163e-43
29.818681763598942, 1.3103004555723187e-43
33.98273309830916, 1.4598870253651606e-43
10674.194326137436, 1.0108689006197363e-41
11777.515394310349, 1.2017446754198547e-41
9672.752890559663, 8.143256639732103e-42
11031.102526455588, 1.1021825252050091e-41
